"school_ID" "stud_ID" "grade" "gender" "immig" "SCHRISK" "BULLIED" "FEELSAFE" "BELONG" "TEACHSUP" "ANXMAT" "MATHPERS" "math_time" "study_time" "EXERPRAC" "STUDYHMW" "PAREDINT" "ESCS" "FAMSUP" "FAMSUPSL" "PV1MATH" "PV2MATH" "PV3MATH" "PV4MATH" "PV5MATH" "PV6MATH" "PV7MATH" "PV8MATH" "PV9MATH" "PV10MATH" "mate" "MACTIV" "SCHSIZE" "SMRATIO" "SCHSEL"
"1334" "38000225" "38001928" 1 0 NA 1.324 -1.228 1.1246 0.0271 NA NA NA 1 1 6 5 9 -1.7224 NA NA 319.045 341.708 357.417 321.159 299.976 294.853 297.922 332.099 277.646 333.33 317.5155 0 734 81.5556 1
"1335" "38000289" "38001932" 0 1 0 -0.4624 0.6015 -1.3019 -1.0339 -2.1346 1.0161 -1.0032 1 5 5 6 16 1.0123 -0.6081 -1.2694 517.908 522.767 493.066 550.184 529.411 507.114 547.745 498.3 571.816 524.197 526.2508 2 292 18.8387 1
"1336" "38000079" "38001933" 1 0 0 1.4434 -1.228 0.4417 -0.3397 -0.5635 0.4252 -1.3971 1 3 3 4 12 -0.7028 0.1285 0.2442 497.398 439.755 487.255 546.354 480.74 547.521 517.629 538.819 521.119 487.883 506.4473 3 906 64.7143 3
"1337" "38000089" "38001935" 1 1 1 -0.4624 -0.1325 1.1246 0.5625 0.4357 0.133 1.3823 1 1 0 3 9 -1.4861 -1.1067 -1.78 522.298 499.958 524.332 517.618 532.738 492.051 511.128 516.423 480.165 548.506 514.5217 3 593 53.9091 1
"1338" "38000012" "38001936" 1 1 0 -0.4624 -1.228 1.1246 0.487 1.5558 0.602 -1.1763 1 1 6 8 9 -1.6142 1.4693 0.4667 444.876 458.847 473.07 437.439 402.709 406.496 457.429 480.147 461.06 473.689 449.5762 2 219 73 2
"1339" "38000148" "38001940" 1 1 1 -0.4624 -0.4588 -0.756 -0.3128 0.8211 1.9397 -0.5082 1 5 3 5 14.5 -0.2187 -0.0906 -0.4207 416.343 455.427 430.332 466.849 489.183 512.25 473.249 469.098 457.309 445.77 461.581 5 1205 83.1034 3
"1340" "38000050" "38001941" 1 0 0 1.324 -1.228 1.1246 0.5159 1.5558 -0.1371 0.5836 2 3 5 6 16 -0.7379 0.5167 0.1202 469.328 377.942 368.69 416.901 398.789 429.238 381.024 415.869 389.016 382.421 402.9218 1 524 74.8571 3
"1341" "38000057" "38001942" 1 1 0 -0.4624 -0.3264 1.1246 0.5071 -0.1002 -0.755 0.0455 3 4 2 5 12 -0.4387 -0.2952 -0.5556 667.917 642.738 640.822 614.949 658.076 637.62 622.866 612.224 697.877 672.187 646.7276 4 240 19.2 3
"1342" "38000119" "38001943" 2 1 0 -0.4624 -0.4588 -0.039 0.9331 1.5558 1.4533 0.4572 2 5 2 7 16 1.5568 0.7863 0.4834 528.449 476.538 488.683 517.368 475.188 467.698 479.288 486.319 546.214 545.152 501.0897 3 1145 69.3939 2
"1343" "38000241" "38001945" 1 1 1 -0.4624 -1.228 0.1886 2.7562 -1.3627 -2.3945 -0.1725 2 3 0 5 12 -0.5651 -0.9179 -1.4535 488.531 496.01 492.205 501.924 534.224 499.35 527.411 426.807 500.95 503.643 497.1055 0 296 100 3
"1344" "38000033" "38001946" 0 1 1 3.0521 2.1314 -1.2649 -1.1387 -2.1346 0.8251 -0.1364 3 6 0 10 12 -1.4162 NA NA 380.425 359.137 331.441 357.152 327.678 379.334 336.978 304.976 355.275 353.406 348.5802 4 696 51.5556 3
"1345" "38000300" "38001948" 1 0 0 -0.4624 0.3367 0.1368 0.6428 1.5558 -1.2899 -1.6542 NA NA 10 0 12 -0.0763 -0.8017 -1.4799 525.684 519.695 465.373 543.56 529.73 502.796 554.53 509.346 531.382 564.464 524.656 3 606 67.3333 1
"1346" "38000330" "38001951" 1 0 0 1.793 0.0626 -0.756 -0.3128 -0.8059 -0.2045 -0.4461 1 2 6 3 16 -0.5018 -0.747 0.0644 353.532 405.418 368.104 404.491 356.06 402.638 397.833 370.606 420.107 399.964 387.8753 1 380 50.6667 3
"1347" "38000032" "38001953" 1 0 0 -0.4624 -1.228 1.1246 -0.7485 -0.3322 0.4252 0.2763 3 3 NA 4 16 0.0791 -0.3063 0.9607 325.021 340.891 320.196 316.505 362.553 375.599 365.915 318.805 305.142 308.382 333.9009 1 378 100 2
"1348" "38000189" "38001954" 1 0 0 -0.4624 -0.1325 1.1246 -0.338 0.1475 -0.1172 -0.0463 2 5 6 8 9 -1.5686 -1.0259 0.4379 374.646 368.473 466.433 446.371 445.936 387.397 383.621 426.789 491.075 441.291 423.2032 0 1161 74.9032 1
"1349" "38000164" "38001958" 1 1 0 -0.4624 0.0536 -1.8188 -1.238 -0.3322 0.6647 -0.3356 4 6 0 10 9 -1.4594 -1.1612 -0.702 421.689 403.579 441.157 452.863 450.57 370.117 403.012 473.452 355.464 403.139 417.5042 3 1384 69.2 2
"1350" "38000258" "38001959" 1 1 0 0.4017 -0.4588 -0.2986 -0.6098 1.5558 0.6387 0.5387 1 2 2 4 16 1.1005 -0.8102 -0.5074 500.75 432.597 489.848 519.575 464.68 524.22 472.25 464.55 440.586 450.864 475.992 0 1084 100 3
"1351" "38000297" "38001961" 0 0 1 -0.4624 -1.228 1.1246 1.0833 -0.5635 0.6647 -0.6914 1 3 5 8 12 -0.8358 1.8194 1.1455 532.12 526.119 505.613 426.721 493.275 482.438 469.731 475.804 430.14 471.654 481.3615 4 278 29.2632 1
"1352" "38000083" "38001962" 1 0 0 3.0521 0.1776 1.1246 1.5093 NA 0.429 -0.8303 NA NA 6 0 12 -0.9571 NA 0.4024 415.947 355.199 316.111 340.362 376.785 360.865 407.887 405.609 311.082 427.151 371.6998 1 222 74 1
"1353" "38000168" "38001964" 1 1 0 -0.4624 0.0959 -0.756 -0.6898 1.5558 2.635 -0.8631 1 3 6 6 12 -1.1553 0.038 -0.7082 430.502 409.722 414.238 448.869 422.097 445.966 458.109 420.034 428.365 403.823 428.1725 1 1020 97.1429 3
"1354" "38000207" "38001966" 1 1 1 -0.4624 -1.228 1.1246 0.0767 -0.1002 0.5653 0.8445 2 4 10 10 14.5 -0.3404 0.9581 1.3185 480.309 449.701 444.731 442.122 462.111 426.308 443.519 446.449 435.765 413.04 444.4055 1 418 76 2
"1355" "38000154" "38001967" 1 0 0 NA 1.8381 -1.5959 -0.7803 1.5558 -0.5006 0.3099 1 1 10 0 14.5 -0.5552 1.8533 -0.9139 447.058 466.089 406.542 435.559 441.84 446.6 460.055 393.775 436.245 394.704 432.8467 0 188 47 3
"1356" "38000309" "38001968" 1 1 0 -0.4624 -0.4588 -0.756 -0.0154 1.5558 -0.4577 -0.52 3 4 0 10 9 -2.3183 0.2781 -0.4313 401.212 442.34 400.019 425.788 425.39 408.238 368.271 450.058 399.965 365.346 408.6627 1 283 35.375 2
"1357" "38000196" "38001969" 1 1 0 -0.4624 0.5381 -1.15 -1.3184 -0.5635 2.6149 -0.2637 2 5 8 8 16 0.5081 1.8248 NA 383.994 375.492 355.1 382.817 356.518 372 405.136 355.842 385.307 397.678 376.9884 3 715 84.1176 2
"1358" "38000299" "38001970" 0 0 1 -0.4624 -0.1325 -0.756 -0.338 0.1475 -0.508 -0.4844 1 2 0 4 16 -0.5281 -0.6494 NA 434.402 423.526 484.65 463.19 409.413 419.246 448.981 480.509 434.485 415.291 441.3693 4 910 100 3
"1359" "38000208" "38001971" 1 1 0 0.8125 0.1361 -0.756 -1.1147 -0.8059 0.602 -0.3264 4 4 3 6 16 1.0071 1.4475 -0.0328 469.386 468.238 490.248 498.514 468.429 436.01 513.608 472.642 476.6 466.251 475.9926 NA NA NA NA
"1360" "38000186" "38001972" 1 0 0 NA NA NA NA NA NA NA NA NA NA NA 16 0.0274 NA NA 347.121 375.94 333.26 324.338 363.25 330.741 292.78 372.225 347.916 347.355 343.4926 3 487 64.9333 3
"1361" "38000318" "38001976" 1 0 0 0.8125 1.9199 0.0877 -0.7784 -0.5635 0.3729 -0.4034 1 3 8 6 16 -0.1111 0.2802 0.363 441.851 468.434 446.17 422.699 466.993 475.914 391.629 494.604 398.148 439.485 444.5927 3 87 21.75 3
"1362" "38000283" "38001977" 1 0 1 -0.4624 -1.228 -0.756 -0.3485 NA NA NA NA NA 3 2 16 -0.9019 NA NA 429.894 508.911 465.322 486.444 474.451 432.579 437.003 459.168 443.24 489.559 462.6571 0 158 79 1
"1363" "38000024" "38001978" 0 1 1 -0.4624 -1.228 1.1246 1.4872 0.8211 0.1748 0.5841 2 4 4 10 14.5 -0.584 0.2458 1.7054 407.377 419.938 405.835 420.664 366.791 394.645 387.774 395.859 414.645 420.334 403.3862 2 1082 51.5238 3
"1364" "38000315" "38001980" 1 0 0 0.4017 0.2652 1.1246 2.7474 1.5558 -1.6654 -0.0093 1 1 5 8 16 1.1415 1.501 NA 543.23 531.871 525.149 577.385 528.424 534.805 517.386 499 490.062 546.233 529.3545 2 729 54 1
"1365" "38000170" "38001981" 1 0 1 -0.4624 -0.267 -0.756 -0.2482 -1.3627 -0.0423 1.323 2 2 5 6 12 -1.39 -0.6672 -0.5893 662.349 656.106 673.001 644.97 647.813 687.86 710.98 623.18 716.246 739.634 676.2139 4 1000 100 2
"1366" "38000033" "38001983" 0 0 0 -0.4624 0.5764 1.1246 -0.4911 -0.5635 -0.6243 -0.1229 1 2 3 6 12 -0.4413 -0.4547 -2.2008 514.218 564.975 495.265 512.448 533.026 474.813 531.403 505.612 500.905 478.355 511.102 4 696 51.5556 3
"1367" "38000253" "38001984" 1 1 0 -0.4624 -1.228 1.1246 0.0628 -0.5635 -0.5191 -0.387 1 2 2 4 12 -0.5712 1.4752 0.0521 455.967 453.394 465.57 459.264 445.667 469.659 495.099 474.674 473.607 488.228 468.1129 4 399 57 3
"1368" "38000213" "38001985" 1 1 NA 0.8125 -0.1325 0.1368 -0.4599 1.5558 0.8251 0.0057 2 3 1 6 9 -1.9671 0.3408 -0.6591 413.547 461.567 434.416 439.419 413.779 411.451 423.675 448.572 430.051 472.872 434.9349 2 719 84.5882 2
"1369" "38000198" "38001987" 1 0 0 0.8125 -1.228 1.1246 0.3661 0.4357 NA NA 1 2 4 1 16 0.4881 NA NA 592.198 581.792 549.576 561.474 586.338 551.854 548.184 551.668 604.633 519.738 564.7455 3 583 100 2
"1370" "38000209" "38001988" 1 1 0 1.4434 -1.228 1.1246 0.8759 -1.3627 -0.7107 -0.4289 1 1 0 4 14.5 0.8508 -0.0127 0.2811 498.008 475.034 492.954 480.356 501.751 456.965 525.373 405.288 466.136 475.586 477.7451 2 1111 100 3
"1371" "38000277" "38001989" 1 1 0 -0.4624 -1.228 0.6342 -0.3128 0.1475 0.8757 0.1755 3 4 2 10 16 1.4585 NA NA 447.524 456.651 444.593 430.176 476.777 433.089 425.15 463.189 450.547 466.872 449.4568 4 1883 94.15 1
"1372" "38000139" "38001990" 1 0 0 -0.4624 -1.228 0.4417 0.5337 -0.5635 2.5078 0.0556 3 2 4 6 14.5 -0.0607 -0.8366 -0.3332 504.788 473.072 491.569 504.436 519.989 485.283 528.767 517.294 433.848 546.142 500.5188 3 572 71.5 3
"1373" "38000293" "38001992" 1 1 0 -0.4624 -1.228 0.6942 0.7289 -0.5635 0.6647 0.6133 1 5 2 5 16 0.6275 0.5624 -0.3905 572.426 537.725 560.226 564.957 586.421 523.599 553.604 578.664 567.845 595.325 564.0792 0 268 20.6154 3
"1374" "38000269" "38001993" 1 1 0 -0.4624 -0.3264 1.1246 0.6338 1.5558 0.6566 -0.1067 1 5 1 5 14.5 0.2581 0.8017 0.7693 516.658 473.056 462.38 480.965 477.161 493.645 460.515 468.57 503.614 507.932 484.4496 3 1052 87.6667 2
"1375" "38000203" "38001994" 1 0 0 0.8125 1.9121 -1.4461 -0.6313 -1.9859 -0.0394 -0.0712 3 4 0 2 12 -1 -1.3198 -0.0583 470.409 491.577 428.566 478.299 453.205 440.232 451.912 502.568 480.402 453.068 465.0238 1 192 42.6667 2
"1376" "38000337" "38001995" 1 0 NA -0.4624 0.1621 1.1246 0.1999 -0.5635 -0.5006 0.7112 1 1 3 3 12 -0.3663 -0.061 NA 487.54 478.329 507.43 485.366 517.085 492.012 522.069 514.213 493.493 522.625 502.0162 2 149 NA 1
"1377" "38000157" "38001996" 1 0 0 0.4017 -0.1325 -0.756 -0.338 -1.3627 0.7774 -1.1295 1 2 4 4 16 1.2929 0.266 0.0697 549.298 450.313 483.609 466.233 460.315 545.434 510.842 537.5 529.09 483.37 501.6004 4 1556 100 1
"1378" "38000203" "38001997" 1 1 1 0.8125 1.323 0.6342 0.5162 -1.0693 2.5429 0.2996 1 1 0 4 16 -0.7746 -0.2316 0.9062 295.977 308.487 304.439 365.091 328.538 306.559 371.692 333.79 345.637 365.551 332.5761 1 192 42.6667 2
"1379" "38000289" "38001999" 1 1 0 -0.4624 0.1361 0.4938 0.3142 0.4357 0.1748 -0.6559 1 3 0 10 12 -0.2755 -0.8911 -0.076 530.33 542.117 587.826 535.333 488.131 542.151 525.786 517.636 559.424 511.974 534.0708 2 292 18.8387 1
"1380" "38000067" "38002000" 1 0 0 -0.4624 0.6616 0.4417 -0.7651 0.1475 -0.7107 -1.2228 1 1 0 3 12 -1.037 -0.5868 -0.7112 517.422 545.832 483.033 518.672 527.138 540.696 502.414 495.509 510.662 450.958 509.2336 3 650 100 1
"1381" "38000336" "38002002" 1 0 0 -0.4624 -1.228 0.6942 -1.1419 -1.0693 1.9159 -0.1832 1 2 3 7 16 0.6679 -0.0086 0.2356 547.759 499.724 461.223 526.762 513.156 516.306 540.129 536.509 507.048 522.053 517.0669 0 100 100 3
"1382" "38000145" "38002003" 1 0 0 -0.4624 -0.1325 1.1246 0.3216 -0.1002 -0.508 -1.1472 1 1 0 0 14.5 -0.6073 -2.0695 -0.3315 495.457 485.008 480.983 457.007 487.923 445.709 481.777 452.336 499.066 444.34 472.9606 0 222 74 3
"1383" "38000221" "38002004" 0 0 0 0.4017 -1.228 -0.756 -0.2031 -1.7015 -0.508 -0.5648 NA NA 0 0 12 0.0537 -1.1981 -1.4434 519.099 567.597 585.814 577.357 524.306 572.47 567.741 542.368 545.402 557.374 555.9528 4 932 84.7273 2
"1384" "38000091" "38002005" 1 0 0 -0.4624 -0.4588 0.4417 0.3216 -1.3627 NA 0.5391 2 3 10 6 16 0.7554 NA NA 471.878 514.659 536.764 472.139 528.748 475.445 524.305 449.801 512.588 475.128 496.1455 1 791 83.2632 1
"1385" "38000163" "38002006" 1 1 0 1.793 -1.228 1.1246 0.5094 -0.5635 -0.9755 1.2825 1 3 4 5 14.5 0.415 -0.4658 -1.319 650.795 662.625 626.022 649.197 640.611 638.817 607.556 660.318 675.112 640.918 645.1971 4 882 58.8 3
"1386" "38000341" "38002008" 1 1 0 -0.4624 -1.228 1.1246 0.114 0.8211 0.1932 0.366 2 4 4 6 14.5 0.966 0.2008 0.0762 544.738 554.561 545.206 520.216 505.877 555.671 537.006 548.161 521.375 509.657 534.2468 3 920 100 1
"1387" "38000321" "38002010" 1 1 0 -0.4624 -0.1325 1.1246 2.2967 0.8211 -0.9979 1.0112 3 6 4 10 16 1.4329 NA NA 485.712 449.482 479.32 470.132 488.238 519.09 479.949 498.321 449.724 454.46 477.4428 3 799 63.92 3
"1388" "38000122" "38002011" 1 0 1 -0.4624 0.0536 1.1246 0.2148 -1.3627 0.051 -0.8632 1 3 5 4 16 0.0658 -0.6888 -0.1502 482.082 480.882 565.612 509.033 488.471 482.876 549.056 509.777 527.422 500.984 509.6195 NA NA NA NA
"1389" "38000162" "38002013" 1 0 0 -0.4624 -1.228 0.6342 0.0097 NA NA NA NA NA 10 10 12 -0.3954 NA NA 441.097 408.197 428.144 439.568 512.752 456.477 477.006 422.857 419.433 447.789 445.332 1 1052 91.4783 3
"1390" "38000329" "38002014" 1 0 0 -0.4624 -1.228 1.1246 1.1073 1.5558 0.7774 -0.3591 1 4 4 3 12 -0.6931 0.7749 0.1459 478.016 496.219 464.763 491.82 441.617 519.605 486.935 512.832 484.091 497.713 487.3611 2 1333 100 2
"1391" "38000135" "38002015" 1 1 0 -0.4624 -1.228 0.4417 -0.3128 0.1475 0.1031 -0.2909 2 3 2 6 16 0.1428 -0.5784 NA 445.983 405.862 444.598 461.355 435.023 431.238 429.764 402.285 445.175 430.197 433.148 3 1114 85.6923 3
"1392" "38000193" "38002016" 1 1 0 -0.4624 -1.228 1.1246 -0.608 0.4357 -0.9158 -0.3921 2 3 10 8 16 -0.4702 0.5515 NA 403.545 360.503 389.068 369.369 372.863 412.498 407.155 449.1 364.909 415.426 394.4436 2 89 89 1
"1393" "38000173" "38002017" 1 1 0 -0.4624 0.0536 1.1246 2.7474 -0.3322 1.2918 -0.6414 1 4 3 8 16 0.0466 -0.7431 NA 415.377 426.089 347.872 413.615 385.488 431.622 391.239 378.207 372.082 417.43 397.9021 1 450 100 2
"1394" "38000183" "38002018" 1 1 0 -0.4624 -1.228 -0.756 -0.2482 -0.8059 0.6647 0.4744 2 6 0 10 16 -0.0204 -1.3509 -1.1243 382.102 349.479 301.25 370.253 329.95 371.082 352.967 309.849 389.736 380.819 353.7487 3 1132 87.0769 1
"1395" "38000026" "38002020" 1 0 0 -0.4624 -0.391 1.1246 -0.47 1.5558 0.3378 0.4723 2 3 4 5 12 -0.5466 -1.3124 -2.0463 583.859 571.242 597.174 638.675 537.873 572.67 597.95 584.779 592.618 585.794 586.2634 4 1520 57.3585 2
"1396" "38000186" "38002022" 1 0 0 0.4017 0.7179 -1.15 -0.7553 -0.5635 0.6387 -0.2044 2 4 4 10 16 1.1972 -0.6335 0.1261 398.662 388.979 419.888 368.249 411.705 429.118 350.659 399.661 404.602 416.423 398.7946 3 487 64.9333 3
"1397" "38000069" "38002024" 1 1 1 0.8125 0.7413 -0.756 -1.6069 -1.3627 2.5026 0.6921 4 5 5 5 12 -1.1158 0.3098 -0.6447 427.859 444.836 458.144 406.788 394.293 405.499 431.298 400.424 433.727 393.767 419.6635 1 669 78.7059 3
"1398" "38000166" "38002025" 1 1 0 -0.4624 -1.228 1.1246 0.7979 -0.1002 0.1931 -0.2122 2 3 4 10 16 -0.0612 0.0658 NA 600.968 591.542 564.232 609.467 614.892 599.727 623.14 602.869 600.183 595.684 600.2704 2 58 58 3
"1399" "38000153" "38002026" 1 0 0 0.8125 -0.1325 0.4417 -0.3128 -0.8059 0.3729 -0.6588 1 4 3 5 16 1.178 -0.3308 -0.3921 524.368 486.282 491.642 520.59 511.039 523.425 532.458 515.026 535.426 515.726 515.5982 2 1553 94.1212 3
"1400" "38000125" "38002029" 1 0 0 -0.4624 -1.228 -0.756 0.2054 1.5558 NA NA 2 4 6 8 9 -1.891 NA NA 505.691 458.244 484.596 494.527 483.086 496.502 480.705 494.969 475.774 480.731 485.4825 3 1174 57.2683 3
"1401" "38000145" "38002030" 1 0 0 1.793 -1.228 -0.756 0.3197 0.8211 -0.0575 -2.8311 1 1 4 7 14.5 -0.4879 -1.7631 0.3015 397.411 381.568 431.519 453.254 383.897 356.127 352.83 398.702 393.562 408.551 395.7421 0 222 74 3
"1402" "38000250" "38002031" 1 1 0 -0.4624 -0.1325 0.3308 0.5159 1.5558 -0.0423 0.1515 1 1 0 5 14.5 0.1007 1.069 -1.4535 555.919 572.268 585.477 553.689 551.743 572.418 570.263 550.633 563.693 547.982 562.4085 3 620 100 3
"1403" "38000330" "38002032" 1 1 0 -0.4624 -1.228 -0.756 -0.3261 -0.1002 -0.4577 -0.5917 1 4 2 5 14.5 -0.284 0.6893 0.1116 439.417 387.008 403.929 378.933 431.74 421.289 448.668 462.222 390.912 452.287 421.6405 1 380 50.6667 3
"1404" "38000165" "38002036" 1 1 1 -0.4624 0.7604 -1.3019 -0.7225 -0.1002 0.6387 -1.1049 2 6 5 5 12 -0.8982 -0.7797 -0.9906 377.687 360.433 426.046 382.846 403.088 411.175 364.93 401.947 375.928 418.056 392.2136 NA NA NA NA
"1405" "38000183" "38002037" 1 1 0 -0.4624 -1.228 0.3308 0.114 1.5558 -0.0423 1.1086 2 6 6 10 14.5 -0.3965 0.2485 -0.0042 461.652 446.043 425.691 444.31 437.98 435.899 423.394 386.241 425.798 459.537 434.6545 3 1132 87.0769 1
"1406" "38000202" "38002038" 1 0 0 -0.4624 -1.228 1.1246 0.8085 0.1475 0.1932 -0.0851 1 1 5 5 16 0.9261 -0.8622 0.4698 611.215 538.14 567.865 574.657 596.258 559.293 587.852 559.83 578.781 529.883 570.3774 3 74 74 2
"1407" "38000211" "38002039" 1 0 0 -0.4624 -1.228 1.1246 2.4581 1.5558 -1.2788 1.7412 2 6 10 10 12 0.1215 1.6481 NA 536.131 580.899 520.228 543.253 540.099 523.478 537.336 545.457 517.783 579.851 542.4515 3 1106 61.4444 2
"1408" "38000138" "38002040" 1 0 0 -0.4624 -1.228 0.1368 2.7562 0.4357 -2.3945 -0.2779 2 3 6 10 14.5 -0.0544 -0.4482 NA 560.264 593.057 576.111 591.017 549.776 541.331 571.877 575.74 583.009 579.501 572.1683 1 1551 100 1
"1409" "38000025" "38002041" 1 1 0 -0.4624 0.8814 0.6342 -1.6524 -1.3627 2.5026 -0.9258 1 1 1 3 14.5 0.7323 1.8244 -0.4454 373.539 425.518 421.778 399.706 391.758 418.681 452.382 413.181 431.516 415.359 414.3418 4 1428 86.5455 2
"1410" "38000185" "38002042" 0 0 1 1.4434 -1.228 -2.1041 -0.4814 -0.8059 1.1287 -1.2046 1 1 2 1 16 -0.4018 -1.0318 NA 375.943 389.79 351.209 400.58 366.746 368.221 403.56 366.773 339.547 364.752 372.7121 2 486 100 3
"1411" "38000301" "38002043" 1 0 1 0.8125 -0.267 1.1246 0.3379 -0.1002 0.0737 -0.4307 1 1 10 0 12 -1.186 -1.4633 NA 430.56 444.433 410.516 418.396 400.588 446.002 425.55 405.42 381.244 444.239 420.6948 1 613 100 1
"1412" "38000201" "38002045" 1 0 0 0.4017 0.7179 1.1246 -0.363 -1.0693 2.6109 -0.3431 1 3 5 4 16 1.2548 -0.4937 -1.3534 640.406 635.781 628.106 669.388 705.117 676.851 619.896 599.983 652.976 692.36 652.0864 4 342 27.36 3
"1413" "38000263" "38002046" 1 1 0 -0.4624 0.2289 1.1246 -0.044 0.8211 -0.9158 -0.04 3 5 4 3 16 1.1892 -0.1111 0.3229 565.971 547.828 631.578 578.72 586.885 586.771 546.152 551.588 529.25 574.218 569.8961 1 832 59.4286 3
"1414" "38000234" "38002047" 1 0 0 -0.4624 1.4118 0.4836 -0.4814 -0.3322 -0.755 0.0489 2 4 2 7 14.5 -0.4869 1.5928 1.6363 514.113 520.993 511.709 499.736 502.891 524.353 522.725 519.361 463.897 519.548 509.9326 1 606 86.5714 2
"1415" "38000284" "38002048" 1 0 0 0.4017 1.9157 -0.9117 -1.0406 NA NA NA NA NA 10 10 16 0.0013 NA NA 396.272 371.525 403.604 386.428 352.698 450.547 391.359 432.681 407.669 405.202 399.7985 3 165 66 2
"1416" "38000236" "38002049" 1 0 1 -0.4624 1.435 -0.7161 -0.7788 1.5558 1.2918 -2.6752 1 1 10 1 NA 0.8359 -0.9381 -1.3931 547.059 553.264 547.812 544.189 493.55 532.623 540.135 479.878 510.327 467.204 521.6041 0 583 77.7333 3
"1417" "38000102" "38002051" 1 0 1 -0.4624 0.137 1.1246 0.8452 -2.1346 0.3025 -0.9436 2 1 4 5 9 -0.5844 NA NA 448.099 490.73 436.87 517.139 458.569 487.447 456.282 520.599 474.305 471.553 476.1593 0 303 50.5 1
"1418" "38000160" "38002052" 1 1 0 0.4017 -1.228 0.6942 -0.4814 -2.9095 0.8251 1.37 2 5 3 5 14.5 0.6403 NA NA 496.011 495.067 442.051 484.34 483.902 530.152 437.05 475.876 525.26 494.859 486.4568 1 747 67.9091 3
"1419" "38000334" "38002053" 1 1 0 0.703 -1.228 0.4938 -1.0945 -0.5635 0.051 0.8073 1 4 1 6 16 -0.6331 -0.5733 NA 487.744 456.777 412.814 461.185 395.469 468.736 461.894 445.838 443.778 485.919 452.0154 1 338 56.3333 3
"1420" "38000097" "38002055" 2 1 1 0.8125 -1.228 -0.756 0.1702 -1.3627 0.6566 0.3656 2 3 10 8 16 -0.5614 NA NA 452.71 432.254 481.411 434.965 461.842 431.643 448.744 439.17 462.644 442.324 448.7707 3 208 83.2 1
"1421" "38000079" "38002057" 0 0 1 -0.4624 -1.228 -0.756 0.095 -0.1002 0.6387 -0.2676 2 4 6 9 6 -2.1832 0.0956 1.0106 453.226 497.971 466.378 458.087 490.705 471.848 479.526 485.652 413.259 502.924 471.9576 3 906 64.7143 3
"1422" "38000065" "38002058" 1 0 1 3.0521 -1.228 1.1246 0.6338 0.4357 0.6387 -0.4071 6 6 10 9 12 -1.2712 -0.2921 0.0276 327.269 318.463 371.341 310.23 358.42 374.38 320.328 332.306 341.833 344.661 339.9231 1 207 82.8 2
"1423" "38000122" "38002061" 0 0 0 -0.4624 0.9271 0.4417 -0.2047 0.8211 0.7889 -0.4592 4 6 2 4 16 -0.2958 0.965 -0.3875 507.42 491.507 481.565 431.317 489.32 453.439 419.02 448.153 453.158 504.276 467.9175 NA NA NA NA
"1424" "38000107" "38002062" 0 0 1 0.4017 -0.4588 0.4417 -0.7034 0.8211 1.0161 -0.5442 1 3 9 4 16 -0.5453 1.0932 NA 331.828 349.116 396.425 348.551 389.411 379.025 374.31 403.795 409.456 351.448 373.3365 0 679 100 3
"1425" "38000152" "38002064" 0 0 0 0.4017 0.2289 -1.15 0.481 0.1475 -0.4577 -0.2134 2 4 8 8 16 0.7725 0.0062 NA 388.518 405.62 395.126 373.206 346.383 383.41 359.099 396.761 387.564 346.426 378.2113 1 974 100 2
"1426" "38000054" "38002065" 1 0 0 -0.4624 -0.3264 0.0877 0.2003 -0.5635 -0.1371 0.1832 3 3 4 10 16 0.6295 0.0722 0.186 484.406 495.859 496.85 495.395 480.211 471.101 486.491 401.956 518.949 522.803 485.4021 3 1193 88.3704 3
"1427" "38000342" "38002066" 1 1 0 -0.4624 0.0102 1.1246 -0.3261 -1.0693 1.0112 -0.5106 1 4 8 8 16 1.125 0.2259 -0.0165 433.318 422.514 440.266 423.626 427.408 450.474 442.819 450.299 419.804 439.587 435.0115 3 845 73.4783 2
"1428" "38000220" "38002067" 1 0 0 3.0521 NA NA NA -0.3322 NA NA NA NA NA NA 12 -0.4374 -0.4034 NA 275.84 300.42 257.606 295.087 285.777 333.027 323.576 353.131 265.337 337.328 302.7129 0 670 95.7143 2
"1429" "38000103" "38002068" 1 1 0 0.4017 -1.228 0.4417 -0.4839 1.5558 -2.3558 2.1274 1 3 0 10 9 -2.0088 1.8329 -0.9043 418.591 432.696 369.379 396.552 438.442 380.135 456.842 461.794 442.565 445.333 424.2329 NA NA NA NA
"1430" "38000033" "38002071" 1 1 0 -0.4624 -1.228 -0.756 0.3378 0.1475 -0.0423 0.5802 1 6 8 10 14.5 -0.1321 -0.6627 0.1191 431.902 440.621 409.717 412.41 397.153 434.157 435.41 395.973 441.936 416.227 421.5506 4 696 51.5556 3
"1431" "38000320" "38002072" 1 0 0 -0.4624 -1.228 0.1413 -0.4082 -0.1002 0.1748 0.4053 3 4 8 4 12 -0.7008 0.1336 0.2526 383.877 417.51 383.317 364.841 396.699 338.496 387.734 349.473 323.5 382.648 372.8095 2 497 100 2
"1432" "38000085" "38002075" 1 1 0 -0.4624 -1.228 0.1368 2.4581 -0.5635 0.8757 0.3005 2 3 2 5 16 1.1064 0.4076 1.6104 449.064 483.038 475.796 514.84 509.691 490.201 478.735 501.924 496.721 481.565 488.1575 4 259 16.1875 1
